"167","3A","Uang Saku","Pengatur Muda Tk. I (II/b)","1205000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"168","3A","Transport","Pengatur Muda Tk. I (II/b)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"169","3A","Penginapan","Pengatur Muda Tk. I (II/b)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"170","3A","Uang Saku","Pengatur (II/c)","1205000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"171","3A","Transport","Pengatur (II/c)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"172","3A","Penginapan","Pengatur (II/c)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"173","3A","Uang Saku","Pengatur Tk. I (II/d)","1205000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"174","3A","Transport","Pengatur Tk. I (II/d)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"175","3A","Penginapan","Pengatur Tk. I (II/d)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"176","3A","Uang Saku","Juru Muda (I/a)","1155000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"177","3A","Transport","Juru Muda (I/a)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"178","3A","Penginapan","Juru Muda (I/a)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
